,N° Etudiant,Nom,Prénom,Moyenne,Grade,Grade ECTS,code_UE,libelle_UE,responsable_UE,annee,nom_UV,code_UV,note,lieu
7198,2016_d426,Piper,Allison,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7199,2016_8cd5,Douglas,Tillie,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7200,2016_690c,Orsini,Bill,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7201,2016_0d0e,Beatty,Kathy,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7202,2016_1da8,Pringle,Michael,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7203,2016_29e2,Price,Miguel,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7204,2016_3d9a,Willis,Shannon,20,au dessus,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,+,Nantes
7205,2016_bd05,Cameron,Janet,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7206,2016_f68f,Jackson,Bill,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7207,2016_f0fa,Theobald,Margaret,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7208,2016_8fc3,Larson,Stacey,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7209,2016_ecbf,Maher,Minnie,0,en dessous,F,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,-,Nantes
7210,2016_052a,Mathew,Edward,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7211,2016_edbe,Jackson,Lorie,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7212,2016_32fb,Mccullen,William,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7213,2016_9316,Price,Fred,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7214,2016_a66c,Lucena,Tina,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7215,2016_6768,Jolissaint,James,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7216,2016_707e,Serrano,Mary,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7217,2016_a770,Robinson,Agnes,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7218,2016_50f3,Biagioni,Aaron,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7219,2016_f8eb,Garson,Frances,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7220,2016_5c0a,Blackburn,George,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7221,2016_bb7c,Mays,Catherine,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7222,2016_f0b2,Singh,Clemmie,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7223,2016_2ccf,Murphy,Jennifer,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7224,2016_045c,Bartelt,Victoria,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7225,2016_1dcc,Miller,Joseph,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7226,2016_1d58,Brown,Anna,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7227,2016_0f2b,Dorsey,Brian,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7228,2016_2f10,Madrigal,Maria,20,au dessus,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,+,Nantes
7229,2016_624e,Durrance,Donald,0,en dessous,F,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,-,Nantes
7230,2016_40bf,Stella,Jill,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7231,2016_13ac,Moore,Daniel,0,en dessous,F,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,-,Nantes
7232,2016_b8b1,Gorton,Michelle,0,en dessous,F,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,-,Nantes
7233,2016_6d30,Miser,John,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7234,2016_9438,Weir,Kyle,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7235,2016_9343,Betancourt,George,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7236,2016_a568,Capito,Jason,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7237,2016_3355,Estrada,Robert,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7238,2016_e0fd,Bell,Dirk,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7239,2016_6455,Stacy,Ladonna,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7240,2016_b32c,Ellison,Samuel,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7241,2016_0db2,Silva,Ambrose,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7242,2016_8563,Mcqueen,Lori,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7243,2016_77ce,Mccoy,Cecil,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7244,2016_61a2,Arcement,Nancy,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7245,2016_836f,Hull,Loretta,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7246,2016_fbd6,Ozley,Jennifer,20,au dessus,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,+,Nantes
7247,2016_ae70,Martin,Toby,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7248,2016_60ab,Molina,Ralph,0,en dessous,F,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,-,Nantes
7249,2016_b856,Hughes,Joe,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7250,2016_d339,Moore,Maria,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7251,2016_ae9f,Linn,Estelle,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7252,2016_7aa0,Bird,Patrica,0,en dessous,F,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,-,Nantes
7253,2016_9a8c,Inoue,Deidra,20,au dessus,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,+,Nantes
7254,2016_646a,Caldwell,Lori,20,au dessus,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,+,Nantes
7255,2016_def5,Lazo,Larry,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7256,2016_4595,Youngblood,Carla,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7257,2016_0b8b,Bland,Daniel,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7258,2016_8332,Quintero,Douglas,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7259,2016_9069,Tribble,Bryan,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7260,2016_4204,Nichols,Cynthia,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7261,2016_6b3d,Dunton,Sherry,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7262,2016_6798,Navarro,Mayra,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7263,2016_7722,Lupo,Brian,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7264,2016_3488,Hodgkiss,Theodore,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7265,2016_03a0,Mock,Valerie,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7266,2016_bc24,Webb,Betty,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7267,2016_c259,Lee,Louis,10,atteint,A,STB-A1-S2,STB : Mise en oeuvre des connaissances et savoir,BATIGNE Guillaume,1ère année d'ingénieur 2015-2016,Modélisation Physique-Chimie,1A-S2-PHY,=,Nantes
7268,2016_8e88,Adams,Paul,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7269,2016_5d45,Macdonald,Evan,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7270,2016_6a45,Nalls,Bryan,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7271,2016_bba0,Rushing,Jeffrey,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7272,2016_2894,Darwin,Steven,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7273,2016_b2b3,Trombley,Martin,20,au dessus,A,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,+,Nantes
7274,2016_8e6d,Bowman,Conrad,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7275,2016_0b32,Capetillo,Logan,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7276,2016_5c38,Titus,Marco,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7277,2016_3b57,Clark,Judy,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7278,2016_e899,Robinson,Jeremy,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7279,2016_1489,Mills,Ladonna,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7280,2016_5c01,Reed,Christine,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7281,2016_b824,Fox,Earl,20,au dessus,A,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,+,Nantes
7282,2016_ed4a,Peak,Josette,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7283,2016_acf7,Rothrock,Billy,20,au dessus,A,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,+,Nantes
7284,2016_8359,Hang,Billy,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7285,2016_9694,Griffin,Michael,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7286,2016_de8a,Toner,Catherine,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7287,2016_b80d,Henry,Joe,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7288,2016_a5a6,Walker,Shawnda,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7289,2016_b922,Wal,Vera,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7290,2016_0ae4,Washington,Lillie,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7291,2016_20ed,Williams,George,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7292,2016_be83,Lopez,Stephanie,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7293,2016_5824,Stanley,John,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7294,2016_8edb,Allen,Linda,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7295,2016_3cc4,Rudder,Lillian,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7296,2016_fb3d,Balch,Maria,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7297,2016_040e,Kleinman,Patricia,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7298,2016_111f,Murillo,Anthony,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7299,2016_b110,Simoneau,Peggy,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7300,2016_d991,Ball,Susie,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7301,2016_dd90,Cason,Roy,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7302,2016_05fe,Flowers,Patricia,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7303,2016_da39,Sniff,David,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7304,2016_f16a,Wright,Maria,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7305,2016_46fe,Mondragon,Terence,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7306,2016_022f,Gray,Sophie,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
7307,2016_5661,Martinez,Heather,20,au dessus,A,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,+,Nantes
7308,2016_e1ef,Porcher,Alisha,10,atteint,B,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,=,Nantes
7309,2016_d77e,Thomas,Trevor,0,en dessous,F,STC-A1-S1,STC : Recherche et expérimentation,GOSSIAUX Pol Bernard ; RAUCH Carl ; CHABERT Gilles,1ère année d'ingénieur 2015-2016,Calcul Scientifique,A1-S1-CSC,-,Nantes
